title,viewCount,subscriberCount,videoCount,createdAt,YoutubeChannel,LastestVideoUrl,ScrapingDate,ScrapingTimestamp,AverageViewsPerVideo,YearsSinceCreation,CustomClusterNbOfViews,CoverImageUrl,LastestVideoUrlEmbeded,HasNewVideoSinceLastScraping,PreviousScrapingDate,LastScrapingDate,isLastScraping,viewsCount_360_Days_Ago,Date_reference_360_Days_Ago,viewsGapTo_360_Days_Ago,viewsGrowthPercentage_360_Days_Ago,viewsCount_180_Days_Ago,Date_reference_180_Days_Ago,viewsGapTo_180_Days_Ago,viewsGrowthPercentage_180_Days_Ago,viewsCount_90_Days_Ago,Date_reference_90_Days_Ago,viewsGapTo_90_Days_Ago,viewsGrowthPercentage_90_Days_Ago,viewsCount_30_Days_Ago,Date_reference_30_Days_Ago,viewsGapTo_30_Days_Ago,viewsGrowthPercentage_30_Days_Ago,viewsCount_15_Days_Ago,Date_reference_15_Days_Ago,viewsGapTo_15_Days_Ago,viewsGrowthPercentage_15_Days_Ago,viewsCount_7_Days_Ago,Date_reference_7_Days_Ago,viewsGapTo_7_Days_Ago,viewsGrowthPercentage_7_Days_Ago
KOAST,1584968,15700,31,2019-09-07,https://www.youtube.com/channel/UCqDcosVbsAKSfNOlaZkL-kQ,https://www.youtube.com/watch?v=Dp0KuiuGgQM,2024-05-01,2024-05-01 12:30:38,51128,4.65,5-Popular (reached 1 M views),https://yt3.ggpht.com/UUBXKj9EIUSvBXiegRwy4VQRFWIrXdRvElYs8MKuGJrHwYhpGUsM8AtLfF4tbdFKht92DJS1QQ=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/Dp0KuiuGgQM,False,2024-04-21,2024-05-01,True,1363802.0,2023-05-01,221166.0,16.22,,NaT,,,,NaT,,,,NaT,,,,NaT,,,1584968.0,2024-04-21,0.0,0.0
KTYB,37520738,205000,64,2013-02-22,,,2023-05-01,2023-05-01 21:17:39,586261,10.18,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
KTYB,50965423,236000,66,2013-02-22,https://www.youtube.com/channel/UCnBeOXkvCydq1dY2XAOJ5nw,,2024-02-11,2024-02-11 21:17:39,772203,10.97,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
KTYB,51483382,237000,66,2013-02-22,https://www.youtube.com/channel/UCnBeOXkvCydq1dY2XAOJ5nw,https://www.youtube.com/watch?v=94t8PbsBkvw,2024-02-26,2024-02-26 21:54:18,780051,11.01,4-Very popular (reached 50 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
KTYB,51483382,237000,66,2013-02-22,https://www.youtube.com/channel/UCnBeOXkvCydq1dY2XAOJ5nw,https://www.youtube.com/watch?v=94t8PbsBkvw,2024-02-27,2024-02-27 19:46:08,780051,11.01,4-Very popular (reached 50 M views),https://yt3.ggpht.com/YuD7yW0G-d9DE1a3fekVgZeuunTRaik17oPmUjutjLLzCyeDAPLDrMioEjSX-ImeR-uAlQ4T=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
KTYB,51483382,237000,66,2013-02-22,https://www.youtube.com/channel/UCnBeOXkvCydq1dY2XAOJ5nw,https://www.youtube.com/watch?v=94t8PbsBkvw,2024-03-06,2024-03-06 21:43:48,780051,11.04,4-Very popular (reached 50 M views),https://yt3.ggpht.com/YuD7yW0G-d9DE1a3fekVgZeuunTRaik17oPmUjutjLLzCyeDAPLDrMioEjSX-ImeR-uAlQ4T=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/94t8PbsBkvw,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
KTYB,53616643,241000,66,2013-02-22,https://www.youtube.com/channel/UCnBeOXkvCydq1dY2XAOJ5nw,https://www.youtube.com/watch?v=94t8PbsBkvw,2024-04-21,2024-04-21 13:26:06,812373,11.16,4-Very popular (reached 50 M views),https://yt3.ggpht.com/YuD7yW0G-d9DE1a3fekVgZeuunTRaik17oPmUjutjLLzCyeDAPLDrMioEjSX-ImeR-uAlQ4T=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/94t8PbsBkvw,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
KTYB,53616643,242000,66,2013-02-22,https://www.youtube.com/channel/UCnBeOXkvCydq1dY2XAOJ5nw,https://www.youtube.com/watch?v=94t8PbsBkvw,2024-05-01,2024-05-01 12:30:38,812373,11.19,4-Very popular (reached 50 M views),https://yt3.ggpht.com/YuD7yW0G-d9DE1a3fekVgZeuunTRaik17oPmUjutjLLzCyeDAPLDrMioEjSX-ImeR-uAlQ4T=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/94t8PbsBkvw,False,2024-04-21,2024-05-01,True,37520738.0,2023-05-01,16095905.0,42.9,,NaT,,,,NaT,,,,NaT,,,,NaT,,,53616643.0,2024-04-21,0.0,0.0
Kafon,399564885,1830000,57,2014-12-23,,,2023-05-01,2023-05-01 21:17:39,7009910,8.35,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kafon,420177004,1890000,63,2014-12-23,https://www.youtube.com/channel/UCIY5O-yLf1sNyQ0AKXXQMjQ,,2024-02-11,2024-02-11 21:17:39,6669476,9.14,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kafon,420177004,1890000,63,2014-12-23,https://www.youtube.com/channel/UCIY5O-yLf1sNyQ0AKXXQMjQ,https://www.youtube.com/watch?v=UvlVQ4TThNU,2024-02-26,2024-02-26 21:54:18,6669476,9.18,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kafon,420177004,1890000,63,2014-12-23,https://www.youtube.com/channel/UCIY5O-yLf1sNyQ0AKXXQMjQ,https://www.youtube.com/watch?v=UvlVQ4TThNU,2024-02-27,2024-02-27 19:46:08,6669476,9.18,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/ytc/AIdro_k3MRXOwlk2-vVt6lMDHdwYN4IsdpwA7XRKn_7VBg=s800-c-k-c0x00ffffff-no-rj-mo,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kafon,420177004,1890000,63,2014-12-23,https://www.youtube.com/channel/UCIY5O-yLf1sNyQ0AKXXQMjQ,https://www.youtube.com/watch?v=UvlVQ4TThNU,2024-03-06,2024-03-06 21:43:48,6669476,9.2,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/ytc/AIdro_k3MRXOwlk2-vVt6lMDHdwYN4IsdpwA7XRKn_7VBg=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/UvlVQ4TThNU,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kafon,424405567,1900000,64,2014-12-23,https://www.youtube.com/channel/UCIY5O-yLf1sNyQ0AKXXQMjQ,https://www.youtube.com/watch?v=F0DEMmrgtXk,2024-04-21,2024-04-21 13:26:06,6631336,9.33,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/ytc/AIdro_mjauMUafZloI1aUTADXEyko4QZbcqiULjolUdyjk28wqI=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/F0DEMmrgtXk,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kafon,424405567,1900000,64,2014-12-23,https://www.youtube.com/channel/UCIY5O-yLf1sNyQ0AKXXQMjQ,https://www.youtube.com/watch?v=F0DEMmrgtXk,2024-05-01,2024-05-01 12:30:38,6631336,9.36,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/ytc/AIdro_mjauMUafZloI1aUTADXEyko4QZbcqiULjolUdyjk28wqI=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/F0DEMmrgtXk,False,2024-04-21,2024-05-01,True,399564885.0,2023-05-01,24840682.0,6.22,,NaT,,,,NaT,,,,NaT,,,,NaT,,,424405567.0,2024-04-21,0.0,0.0
Kahlanzi,285642,9680,14,2020-05-16,,,2023-05-01,2023-05-01 21:17:39,20403,2.96,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kahlanzi,344679,10300,25,2020-05-16,https://www.youtube.com/channel/UC2ONX3Afp9jXlX-5sUcPBtg,,2024-02-11,2024-02-11 21:17:39,13787,3.74,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kahlanzi,348265,10300,25,2020-05-16,https://www.youtube.com/channel/UC2ONX3Afp9jXlX-5sUcPBtg,https://www.youtube.com/watch?v=B73A6JPaR0g,2024-02-26,2024-02-26 21:54:18,13930,3.78,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kahlanzi,348265,10300,25,2020-05-16,https://www.youtube.com/channel/UC2ONX3Afp9jXlX-5sUcPBtg,https://www.youtube.com/watch?v=B73A6JPaR0g,2024-02-27,2024-02-27 19:46:08,13930,3.79,6-Amateur (less than 1 M views),https://yt3.ggpht.com/cbs_n_PkLHW2rdmnvsZrOLd79YDTcixmNgmvl3yo8K2E-wPmFiFbc0jBdRZmyMvjx0NDvswH55Y=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kahlanzi,348265,10300,25,2020-05-16,https://www.youtube.com/channel/UC2ONX3Afp9jXlX-5sUcPBtg,https://www.youtube.com/watch?v=B73A6JPaR0g,2024-03-06,2024-03-06 21:43:48,13930,3.81,6-Amateur (less than 1 M views),https://yt3.ggpht.com/cbs_n_PkLHW2rdmnvsZrOLd79YDTcixmNgmvl3yo8K2E-wPmFiFbc0jBdRZmyMvjx0NDvswH55Y=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/B73A6JPaR0g,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kahlanzi,355485,10300,25,2020-05-16,https://www.youtube.com/channel/UC2ONX3Afp9jXlX-5sUcPBtg,https://www.youtube.com/watch?v=B73A6JPaR0g,2024-04-21,2024-04-21 13:26:06,14219,3.93,6-Amateur (less than 1 M views),https://yt3.ggpht.com/cbs_n_PkLHW2rdmnvsZrOLd79YDTcixmNgmvl3yo8K2E-wPmFiFbc0jBdRZmyMvjx0NDvswH55Y=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/B73A6JPaR0g,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kahlanzi,355485,10300,25,2020-05-16,https://www.youtube.com/channel/UC2ONX3Afp9jXlX-5sUcPBtg,https://www.youtube.com/watch?v=B73A6JPaR0g,2024-05-01,2024-05-01 12:30:38,14219,3.96,6-Amateur (less than 1 M views),https://yt3.ggpht.com/cbs_n_PkLHW2rdmnvsZrOLd79YDTcixmNgmvl3yo8K2E-wPmFiFbc0jBdRZmyMvjx0NDvswH55Y=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/B73A6JPaR0g,False,2024-04-21,2024-05-01,True,285642.0,2023-05-01,69843.0,24.45,,NaT,,,,NaT,,,,NaT,,,,NaT,,,355485.0,2024-04-21,0.0,0.0
Karkadan Official,9357226,61500,11,2014-09-04,,,2023-05-01,2023-05-01 21:17:39,850656,8.65,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Karkadan Official,9558470,62200,11,2014-09-04,https://www.youtube.com/channel/UCtw9E8TBgwtCakerE6znmLA,,2024-02-11,2024-02-11 21:17:39,868951,9.44,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Karkadan Official,9558470,62300,11,2014-09-04,https://www.youtube.com/channel/UCtw9E8TBgwtCakerE6znmLA,https://www.youtube.com/watch?v=bWVWjsNKnpk,2024-02-26,2024-02-26 21:54:18,868951,9.48,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Karkadan Official,9558470,62300,11,2014-09-04,https://www.youtube.com/channel/UCtw9E8TBgwtCakerE6znmLA,https://www.youtube.com/watch?v=bWVWjsNKnpk,2024-02-27,2024-02-27 19:46:08,868951,9.48,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_lSn04HgMIjYl8OXAH3UybZvZ2y0HSPrMLv4mZTDA=s800-c-k-c0x00ffffff-no-rj-mo,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Karkadan Official,9558470,62300,11,2014-09-04,https://www.youtube.com/channel/UCtw9E8TBgwtCakerE6znmLA,https://www.youtube.com/watch?v=bWVWjsNKnpk,2024-03-06,2024-03-06 21:43:48,868951,9.51,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_lSn04HgMIjYl8OXAH3UybZvZ2y0HSPrMLv4mZTDA=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/bWVWjsNKnpk,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Karkadan Official,9558470,62400,11,2014-09-04,https://www.youtube.com/channel/UCtw9E8TBgwtCakerE6znmLA,https://www.youtube.com/watch?v=bWVWjsNKnpk,2024-04-21,2024-04-21 13:26:06,868951,9.63,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_kGUf_4q4jvFeRzJ-eqTcfhSybsie6ddfbuKrMQ9hS6Oyc=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/bWVWjsNKnpk,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Karkadan Official,9558470,62500,11,2014-09-04,https://www.youtube.com/channel/UCtw9E8TBgwtCakerE6znmLA,https://www.youtube.com/watch?v=bWVWjsNKnpk,2024-05-01,2024-05-01 12:30:38,868951,9.66,5-Popular (reached 1 M views),https://yt3.ggpht.com/ytc/AIdro_kGUf_4q4jvFeRzJ-eqTcfhSybsie6ddfbuKrMQ9hS6Oyc=s800-c-k-c0x00ffffff-no-rj-mo,https://www.youtube.com/embed/bWVWjsNKnpk,False,2024-04-21,2024-05-01,True,9357226.0,2023-05-01,201244.0,2.15,,NaT,,,,NaT,,,,NaT,,,,NaT,,,9558470.0,2024-04-21,0.0,0.0
Klay,332510760,2290000,50,2017-10-11,,,2023-05-01,2023-05-01 21:17:39,6650215,5.55,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Klay,366713461,2410000,53,2017-10-11,https://www.youtube.com/channel/UCI6ER2eyvJ098z_qrHZiZdA,,2024-02-11,2024-02-11 21:17:39,6919121,6.34,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Klay,370384082,2410000,53,2017-10-11,https://www.youtube.com/channel/UCI6ER2eyvJ098z_qrHZiZdA,https://www.youtube.com/watch?v=aE1rVLie-v0,2024-02-26,2024-02-26 21:54:18,6988378,6.38,3-Confirmed artist (reached 100 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Klay,370384082,2410000,53,2017-10-11,https://www.youtube.com/channel/UCI6ER2eyvJ098z_qrHZiZdA,https://www.youtube.com/watch?v=aE1rVLie-v0,2024-02-27,2024-02-27 19:46:08,6988378,6.38,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/j9sbVVwDP3GmwdlkJJpFRa2YrKC1OnsVkNtoL5MjLG28P8HOUjOqiApSWvijkfNB0NizFw_MqsU=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Klay,370384082,2420000,53,2017-10-11,https://www.youtube.com/channel/UCI6ER2eyvJ098z_qrHZiZdA,https://www.youtube.com/watch?v=aE1rVLie-v0,2024-03-06,2024-03-06 21:43:48,6988378,6.4,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/j9sbVVwDP3GmwdlkJJpFRa2YrKC1OnsVkNtoL5MjLG28P8HOUjOqiApSWvijkfNB0NizFw_MqsU=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/aE1rVLie-v0,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Klay,374096211,2430000,53,2017-10-11,https://www.youtube.com/channel/UCI6ER2eyvJ098z_qrHZiZdA,https://www.youtube.com/watch?v=aE1rVLie-v0,2024-04-21,2024-04-21 13:26:06,7058419,6.53,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/j9sbVVwDP3GmwdlkJJpFRa2YrKC1OnsVkNtoL5MjLG28P8HOUjOqiApSWvijkfNB0NizFw_MqsU=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/aE1rVLie-v0,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Klay,374096211,2430000,53,2017-10-11,https://www.youtube.com/channel/UCI6ER2eyvJ098z_qrHZiZdA,https://www.youtube.com/watch?v=aE1rVLie-v0,2024-05-01,2024-05-01 12:30:38,7058419,6.56,3-Confirmed artist (reached 100 M views),https://yt3.ggpht.com/j9sbVVwDP3GmwdlkJJpFRa2YrKC1OnsVkNtoL5MjLG28P8HOUjOqiApSWvijkfNB0NizFw_MqsU=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/aE1rVLie-v0,False,2024-04-21,2024-05-01,True,332510760.0,2023-05-01,41585451.0,12.51,,NaT,,,,NaT,,,,NaT,,,,NaT,,,374096211.0,2024-04-21,0.0,0.0
Kouki Dateacher,1524655,33400,9,2011-01-22,,,2023-05-01,2023-05-01 21:17:39,169406,12.27,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kouki Dateacher,1598336,33700,9,2011-01-22,https://www.youtube.com/channel/UClnkt8rGbtqf_3KbnluxHLw,,2024-02-11,2024-02-11 21:17:39,177592,13.06,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kouki Dateacher,1601578,33800,9,2011-01-22,https://www.youtube.com/channel/UClnkt8rGbtqf_3KbnluxHLw,https://www.youtube.com/watch?v=NNNFCShQn1o,2024-02-26,2024-02-26 21:54:18,177953,13.1,5-Popular (reached 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kouki Dateacher,1601738,33800,9,2011-01-22,https://www.youtube.com/channel/UClnkt8rGbtqf_3KbnluxHLw,https://www.youtube.com/watch?v=NNNFCShQn1o,2024-02-27,2024-02-27 19:46:08,177970,13.1,5-Popular (reached 1 M views),https://yt3.ggpht.com/AOal-2PO5TlAO1xWHgK_RjnOXeMa90w9UGgCpiMec_mMEfKd0tdp6X-5C2bdUxKKYCQI5FWPnA=s800-c-k-c0x00ffffff-no-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kouki Dateacher,1603636,33800,9,2011-01-22,https://www.youtube.com/channel/UClnkt8rGbtqf_3KbnluxHLw,https://www.youtube.com/watch?v=NNNFCShQn1o,2024-03-06,2024-03-06 21:43:48,178181,13.12,5-Popular (reached 1 M views),https://yt3.ggpht.com/AOal-2PO5TlAO1xWHgK_RjnOXeMa90w9UGgCpiMec_mMEfKd0tdp6X-5C2bdUxKKYCQI5FWPnA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/NNNFCShQn1o,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kouki Dateacher,1611081,33800,9,2011-01-22,https://www.youtube.com/channel/UClnkt8rGbtqf_3KbnluxHLw,https://www.youtube.com/watch?v=NNNFCShQn1o,2024-04-21,2024-04-21 13:26:06,179009,13.25,5-Popular (reached 1 M views),https://yt3.ggpht.com/AOal-2PO5TlAO1xWHgK_RjnOXeMa90w9UGgCpiMec_mMEfKd0tdp6X-5C2bdUxKKYCQI5FWPnA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/NNNFCShQn1o,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Kouki Dateacher,1612997,33800,9,2011-01-22,https://www.youtube.com/channel/UClnkt8rGbtqf_3KbnluxHLw,https://www.youtube.com/watch?v=NNNFCShQn1o,2024-05-01,2024-05-01 12:30:38,179221,13.27,5-Popular (reached 1 M views),https://yt3.ggpht.com/AOal-2PO5TlAO1xWHgK_RjnOXeMa90w9UGgCpiMec_mMEfKd0tdp6X-5C2bdUxKKYCQI5FWPnA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/NNNFCShQn1o,False,2024-04-21,2024-05-01,True,1524655.0,2023-05-01,88342.0,5.79,,NaT,,,,NaT,,,,NaT,,,,NaT,,,1611081.0,2024-04-21,1916.0,0.12
Lullysnake,49237,4530,3,2019-03-16,,,2023-05-01,2023-05-01 21:17:39,16412,4.13,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Lullysnake,39194,4740,6,2019-03-16,https://www.youtube.com/channel/UCcJ4CVPRHOhnPnYBE2iECNg,,2024-02-11,2024-02-11 21:17:39,6532,4.91,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Lullysnake,39584,4750,6,2019-03-16,https://www.youtube.com/channel/UCcJ4CVPRHOhnPnYBE2iECNg,https://www.youtube.com/watch?v=GWB_hY3Ln4U,2024-02-26,2024-02-26 21:54:18,6597,4.95,6-Amateur (less than 1 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Lullysnake,39598,4750,6,2019-03-16,https://www.youtube.com/channel/UCcJ4CVPRHOhnPnYBE2iECNg,https://www.youtube.com/watch?v=GWB_hY3Ln4U,2024-02-27,2024-02-27 19:46:08,6599,4.96,6-Amateur (less than 1 M views),https://yt3.ggpht.com/TLR_Yjq_3P1b0yNUojQvF5cfOP8wlSEwJhx1e75w8cp-EotjPSk7INb7IVVfp7v9K1HQ7yFp=s800-c-k-c0x00ffffff-no-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
Lullysnake,39807,4750,6,2019-03-16,https://www.youtube.com/channel/UCcJ4CVPRHOhnPnYBE2iECNg,https://www.youtube.com/watch?v=GWB_hY3Ln4U,2024-03-06,2024-03-06 21:43:48,6634,4.98,6-Amateur (less than 1 M views),https://yt3.ggpht.com/TLR_Yjq_3P1b0yNUojQvF5cfOP8wlSEwJhx1e75w8cp-EotjPSk7INb7IVVfp7v9K1HQ7yFp=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/embed/GWB_hY3Ln4U,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
MARWEN NORDO,509011630,2200000,17,2018-04-07,,,2023-05-01,2023-05-01 21:17:39,29941860,5.06,2-Rising Star (reached 500 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
MARWEN NORDO,670360040,2480000,26,2018-04-07,https://www.youtube.com/channel/UCIXt6QfV1V6fPmw7VGddWpg,,2024-02-11,2024-02-11 21:17:39,25783078,5.85,2-Rising Star (reached 500 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
MARWEN NORDO,677683333,2500000,26,2018-04-07,https://www.youtube.com/channel/UCIXt6QfV1V6fPmw7VGddWpg,https://www.youtube.com/watch?v=Tj5d1b7AOio,2024-02-26,2024-02-26 21:54:18,26064743,5.89,2-Rising Star (reached 500 M views),,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
MARWEN NORDO,677683333,2500000,26,2018-04-07,https://www.youtube.com/channel/UCIXt6QfV1V6fPmw7VGddWpg,https://www.youtube.com/watch?v=Tj5d1b7AOio,2024-02-27,2024-02-27 19:46:08,26064743,5.89,2-Rising Star (reached 500 M views),https://yt3.ggpht.com/DW-dxhHcFwB5OmHhtk_3KUbK6JRt-PBm6Z4nvkkgaoGvpi1k_EyYN3uc5zNdkZpTTgo9OS89KDE=s800-c-k-c0x00ffffff-no-nd-rj,,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
MARWEN NORDO,684788658,2500000,26,2018-04-07,https://www.youtube.com/channel/UCIXt6QfV1V6fPmw7VGddWpg,https://www.youtube.com/watch?v=Tj5d1b7AOio,2024-03-06,2024-03-06 21:43:48,26338025,5.92,2-Rising Star (reached 500 M views),https://yt3.ggpht.com/DW-dxhHcFwB5OmHhtk_3KUbK6JRt-PBm6Z4nvkkgaoGvpi1k_EyYN3uc5zNdkZpTTgo9OS89KDE=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/Tj5d1b7AOio,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
MARWEN NORDO,698993179,2530000,27,2018-04-07,https://www.youtube.com/channel/UCIXt6QfV1V6fPmw7VGddWpg,https://www.youtube.com/watch?v=Tj5d1b7AOio,2024-04-21,2024-04-21 13:26:06,25888636,6.04,2-Rising Star (reached 500 M views),https://yt3.ggpht.com/c5zzfJNyzNDwxek2oTv1M5fHqzHznRDDfeML0sdvuGGHVlY6lqkAIDfWXzws_xs6GPXJUAErkzg=s800-c-k-c0x00ffffff-no-nd-rj,https://www.youtube.com/embed/Tj5d1b7AOio,False,NaT,NaT,False,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,,,NaT,,
